0	10000
460	9590
514	9213
596	8843
650	8500
700	8151
690	7881
751	7590
750	7285
693	7035
804	6759
767	6560
741	6328
779	6084
750	5826
769	5605
790	5394
757	5173
755	4969
796	4716
768	4491
762	4277
739	4075
751	3842
700	3633
738	3435
672	3244
664	3016
684	2794
664	2608
636	2420
643	2239
602	2060
597	1884
575	1691
615	1508
567	1341
565	1161
537	992
515	834
494	671
413	541
355	428
367	311
291	210
221	133
172	64
80	34
21	25
9	21
2	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	10000
486	9555
572	9130
628	8748
675	8396
734	8039
771	7698
802	7382
763	7113
804	6836
814	6564
788	6296
811	6068
779	5820
783	5570
813	5362
813	5132
771	4912
767	4697
745	4484
723	4287
742	4049
712	3840
711	3634
675	3434
739	3217
694	3030
653	2840
636	2647
640	2450
604	2278
596	2086
563	1908
558	1737
542	1555
473	1415
436	1266
425	1131
393	1010
371	891
324	783
283	693
237	619
205	536
186	475
148	422
135	369
108	328
97	292
95	250
74	226
63	199
80	170
54	148
68	124
51	101
51	81
52	61
59	44
61	23
51	4
0	4
0	4
2	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
